_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
5814,2,Sunnyside Beach,23W,2020-07-22,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5815,2,Sunnyside Beach,17W,2020-07-22,410,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5816,2,Sunnyside Beach,18W,2020-07-22,440,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5817,2,Sunnyside Beach,21W,2020-07-22,20,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5818,2,Sunnyside Beach,19W,2020-07-22,290,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5819,2,Sunnyside Beach,20W,2020-07-22,40,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5820,2,Sunnyside Beach,22W,2020-07-22,10,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5821,1,Marie Curtis Park East Beach,29W,2020-07-21,10,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5822,1,Marie Curtis Park East Beach,33W,2020-07-21,10,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5823,1,Marie Curtis Park East Beach,32W,2020-07-21,20,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5824,1,Marie Curtis Park East Beach,31W,2020-07-21,20,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5825,1,Marie Curtis Park East Beach,30W,2020-07-21,20,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5826,2,Sunnyside Beach,23W,2020-07-21,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5827,2,Sunnyside Beach,17W,2020-07-21,220,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5828,2,Sunnyside Beach,18W,2020-07-21,170,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5829,2,Sunnyside Beach,21W,2020-07-21,40,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5830,2,Sunnyside Beach,19W,2020-07-21,220,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5831,2,Sunnyside Beach,20W,2020-07-21,10,<,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5832,2,Sunnyside Beach,22W,2020-07-21,30,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5833,1,Marie Curtis Park East Beach,29W,2020-07-20,40,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5834,1,Marie Curtis Park East Beach,33W,2020-07-20,50,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5835,1,Marie Curtis Park East Beach,32W,2020-07-20,50,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5836,1,Marie Curtis Park East Beach,31W,2020-07-20,70,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5837,1,Marie Curtis Park East Beach,30W,2020-07-20,30,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5838,2,Sunnyside Beach,23W,2020-07-20,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5839,2,Sunnyside Beach,17W,2020-07-20,370,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5840,2,Sunnyside Beach,18W,2020-07-20,290,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5841,2,Sunnyside Beach,21W,2020-07-20,90,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5842,2,Sunnyside Beach,19W,2020-07-20,300,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5843,2,Sunnyside Beach,20W,2020-07-20,260,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5844,2,Sunnyside Beach,22W,2020-07-20,110,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5845,1,Marie Curtis Park East Beach,29W,2020-07-19,30,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5846,1,Marie Curtis Park East Beach,33W,2020-07-19,30,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5847,1,Marie Curtis Park East Beach,32W,2020-07-19,30,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5848,1,Marie Curtis Park East Beach,31W,2020-07-19,20,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5849,1,Marie Curtis Park East Beach,30W,2020-07-19,40,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5850,2,Sunnyside Beach,23W,2020-07-19,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5851,2,Sunnyside Beach,17W,2020-07-19,160,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5852,2,Sunnyside Beach,18W,2020-07-19,190,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5853,2,Sunnyside Beach,21W,2020-07-19,90,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5854,2,Sunnyside Beach,19W,2020-07-19,190,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5855,2,Sunnyside Beach,20W,2020-07-19,180,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5856,2,Sunnyside Beach,22W,2020-07-19,150,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5857,1,Marie Curtis Park East Beach,29W,2020-07-18,50,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5858,1,Marie Curtis Park East Beach,33W,2020-07-18,30,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5859,1,Marie Curtis Park East Beach,32W,2020-07-18,10,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5860,1,Marie Curtis Park East Beach,31W,2020-07-18,10,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5861,1,Marie Curtis Park East Beach,30W,2020-07-18,40,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5862,2,Sunnyside Beach,23W,2020-07-18,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5863,2,Sunnyside Beach,17W,2020-07-18,70,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5864,2,Sunnyside Beach,18W,2020-07-18,110,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5865,2,Sunnyside Beach,21W,2020-07-18,50,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5866,2,Sunnyside Beach,19W,2020-07-18,20,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5867,2,Sunnyside Beach,20W,2020-07-18,40,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5868,2,Sunnyside Beach,22W,2020-07-18,30,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5869,1,Marie Curtis Park East Beach,29W,2020-07-17,810,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5870,1,Marie Curtis Park East Beach,33W,2020-07-17,1000,>,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5871,1,Marie Curtis Park East Beach,32W,2020-07-17,1000,>,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5872,1,Marie Curtis Park East Beach,31W,2020-07-17,1000,>,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5873,1,Marie Curtis Park East Beach,30W,2020-07-17,760,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5874,2,Sunnyside Beach,23W,2020-07-17,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5875,2,Sunnyside Beach,17W,2020-07-17,150,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5876,2,Sunnyside Beach,18W,2020-07-17,130,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5877,2,Sunnyside Beach,21W,2020-07-17,40,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5878,2,Sunnyside Beach,19W,2020-07-17,160,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5879,2,Sunnyside Beach,20W,2020-07-17,10,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5880,2,Sunnyside Beach,22W,2020-07-17,20,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5881,1,Marie Curtis Park East Beach,29W,2020-07-16,,No data,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5882,1,Marie Curtis Park East Beach,33W,2020-07-16,,No data,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5883,1,Marie Curtis Park East Beach,32W,2020-07-16,,No data,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5884,1,Marie Curtis Park East Beach,31W,2020-07-16,,No data,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5885,1,Marie Curtis Park East Beach,30W,2020-07-16,,No data,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5886,2,Sunnyside Beach,23W,2020-07-16,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5887,2,Sunnyside Beach,17W,2020-07-16,,No data,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5888,2,Sunnyside Beach,18W,2020-07-16,,No data,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5889,2,Sunnyside Beach,21W,2020-07-16,,No data,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5890,2,Sunnyside Beach,19W,2020-07-16,,No data,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5891,2,Sunnyside Beach,20W,2020-07-16,,No data,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5892,2,Sunnyside Beach,22W,2020-07-16,,No data,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5893,1,Marie Curtis Park East Beach,29W,2020-07-15,10,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5894,1,Marie Curtis Park East Beach,33W,2020-07-15,10,<,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5895,1,Marie Curtis Park East Beach,32W,2020-07-15,10,<,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5896,1,Marie Curtis Park East Beach,31W,2020-07-15,40,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5897,1,Marie Curtis Park East Beach,30W,2020-07-15,30,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5898,2,Sunnyside Beach,23W,2020-07-15,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5899,2,Sunnyside Beach,17W,2020-07-15,110,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5900,2,Sunnyside Beach,18W,2020-07-15,330,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5901,2,Sunnyside Beach,21W,2020-07-15,70,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5902,2,Sunnyside Beach,19W,2020-07-15,230,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5903,2,Sunnyside Beach,20W,2020-07-15,40,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5904,2,Sunnyside Beach,22W,2020-07-15,30,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5905,1,Marie Curtis Park East Beach,29W,2020-07-14,120,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5906,1,Marie Curtis Park East Beach,33W,2020-07-14,90,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5907,1,Marie Curtis Park East Beach,32W,2020-07-14,120,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5908,1,Marie Curtis Park East Beach,31W,2020-07-14,190,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5909,1,Marie Curtis Park East Beach,30W,2020-07-14,100,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5910,2,Sunnyside Beach,23W,2020-07-14,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5911,2,Sunnyside Beach,17W,2020-07-14,180,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5912,2,Sunnyside Beach,18W,2020-07-14,120,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5913,2,Sunnyside Beach,21W,2020-07-14,110,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5914,2,Sunnyside Beach,19W,2020-07-14,110,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5915,2,Sunnyside Beach,20W,2020-07-14,110,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5916,2,Sunnyside Beach,22W,2020-07-14,30,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5917,1,Marie Curtis Park East Beach,29W,2020-07-13,160,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5918,1,Marie Curtis Park East Beach,33W,2020-07-13,110,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5919,1,Marie Curtis Park East Beach,32W,2020-07-13,260,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5920,1,Marie Curtis Park East Beach,31W,2020-07-13,140,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5921,1,Marie Curtis Park East Beach,30W,2020-07-13,310,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5922,2,Sunnyside Beach,23W,2020-07-13,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5923,2,Sunnyside Beach,17W,2020-07-13,140,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5924,2,Sunnyside Beach,18W,2020-07-13,210,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5925,2,Sunnyside Beach,21W,2020-07-13,220,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5926,2,Sunnyside Beach,19W,2020-07-13,220,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5927,2,Sunnyside Beach,20W,2020-07-13,270,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5928,2,Sunnyside Beach,22W,2020-07-13,80,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5929,1,Marie Curtis Park East Beach,29W,2020-07-12,930,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5930,1,Marie Curtis Park East Beach,33W,2020-07-12,1000,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5931,1,Marie Curtis Park East Beach,32W,2020-07-12,930,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5932,1,Marie Curtis Park East Beach,31W,2020-07-12,920,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5933,1,Marie Curtis Park East Beach,30W,2020-07-12,750,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5934,2,Sunnyside Beach,23W,2020-07-12,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5935,2,Sunnyside Beach,17W,2020-07-12,330,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5936,2,Sunnyside Beach,18W,2020-07-12,730,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5937,2,Sunnyside Beach,21W,2020-07-12,1190,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5938,2,Sunnyside Beach,19W,2020-07-12,420,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5939,2,Sunnyside Beach,20W,2020-07-12,870,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5940,2,Sunnyside Beach,22W,2020-07-12,1350,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5941,1,Marie Curtis Park East Beach,29W,2020-07-11,410,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5942,1,Marie Curtis Park East Beach,33W,2020-07-11,390,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5943,1,Marie Curtis Park East Beach,32W,2020-07-11,460,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5944,1,Marie Curtis Park East Beach,31W,2020-07-11,450,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5945,1,Marie Curtis Park East Beach,30W,2020-07-11,440,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5946,2,Sunnyside Beach,23W,2020-07-11,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5947,2,Sunnyside Beach,17W,2020-07-11,990,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5948,2,Sunnyside Beach,18W,2020-07-11,520,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5949,2,Sunnyside Beach,21W,2020-07-11,190,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5950,2,Sunnyside Beach,19W,2020-07-11,340,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5951,2,Sunnyside Beach,20W,2020-07-11,310,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5952,2,Sunnyside Beach,22W,2020-07-11,190,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5953,1,Marie Curtis Park East Beach,29W,2020-07-10,400,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5954,1,Marie Curtis Park East Beach,33W,2020-07-10,780,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5955,1,Marie Curtis Park East Beach,32W,2020-07-10,700,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5956,1,Marie Curtis Park East Beach,31W,2020-07-10,1000,>,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5957,1,Marie Curtis Park East Beach,30W,2020-07-10,520,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5958,2,Sunnyside Beach,23W,2020-07-10,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5959,2,Sunnyside Beach,17W,2020-07-10,1000,>,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5960,2,Sunnyside Beach,18W,2020-07-10,1000,>,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5961,2,Sunnyside Beach,21W,2020-07-10,1000,>,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5962,2,Sunnyside Beach,19W,2020-07-10,1000,>,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5963,2,Sunnyside Beach,20W,2020-07-10,1000,>,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5964,2,Sunnyside Beach,22W,2020-07-10,1000,>,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5965,1,Marie Curtis Park East Beach,29W,2020-07-09,1000,>,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5966,1,Marie Curtis Park East Beach,33W,2020-07-09,1000,>,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5967,1,Marie Curtis Park East Beach,32W,2020-07-09,1000,>,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5968,1,Marie Curtis Park East Beach,31W,2020-07-09,1000,>,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5969,1,Marie Curtis Park East Beach,30W,2020-07-09,1000,>,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5970,2,Sunnyside Beach,23W,2020-07-09,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5971,2,Sunnyside Beach,17W,2020-07-09,1000,>,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5972,2,Sunnyside Beach,18W,2020-07-09,1000,>,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5973,2,Sunnyside Beach,21W,2020-07-09,1000,>,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5974,2,Sunnyside Beach,19W,2020-07-09,1000,>,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5975,2,Sunnyside Beach,20W,2020-07-09,1000,>,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5976,2,Sunnyside Beach,22W,2020-07-09,1000,>,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5977,1,Marie Curtis Park East Beach,29W,2020-07-08,20,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5978,1,Marie Curtis Park East Beach,33W,2020-07-08,10,<,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5979,1,Marie Curtis Park East Beach,32W,2020-07-08,10,<,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5980,1,Marie Curtis Park East Beach,31W,2020-07-08,10,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5981,1,Marie Curtis Park East Beach,30W,2020-07-08,10,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5982,2,Sunnyside Beach,23W,2020-07-08,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5983,2,Sunnyside Beach,17W,2020-07-08,80,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5984,2,Sunnyside Beach,18W,2020-07-08,90,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5985,2,Sunnyside Beach,21W,2020-07-08,180,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5986,2,Sunnyside Beach,19W,2020-07-08,100,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5987,2,Sunnyside Beach,20W,2020-07-08,70,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
5988,2,Sunnyside Beach,22W,2020-07-08,220,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
5989,1,Marie Curtis Park East Beach,29W,2020-07-07,120,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
5990,1,Marie Curtis Park East Beach,33W,2020-07-07,50,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
5991,1,Marie Curtis Park East Beach,32W,2020-07-07,60,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
5992,1,Marie Curtis Park East Beach,31W,2020-07-07,50,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
5993,1,Marie Curtis Park East Beach,30W,2020-07-07,130,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
5994,2,Sunnyside Beach,23W,2020-07-07,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
5995,2,Sunnyside Beach,17W,2020-07-07,10,<,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
5996,2,Sunnyside Beach,18W,2020-07-07,10,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
5997,2,Sunnyside Beach,21W,2020-07-07,40,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
5998,2,Sunnyside Beach,19W,2020-07-07,40,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
5999,2,Sunnyside Beach,20W,2020-07-07,90,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
6000,2,Sunnyside Beach,22W,2020-07-07,90,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
6001,1,Marie Curtis Park East Beach,29W,2020-07-06,10,<,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
6002,1,Marie Curtis Park East Beach,33W,2020-07-06,10,<,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
6003,1,Marie Curtis Park East Beach,32W,2020-07-06,30,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
6004,1,Marie Curtis Park East Beach,31W,2020-07-06,20,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
6005,1,Marie Curtis Park East Beach,30W,2020-07-06,10,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
6006,2,Sunnyside Beach,23W,2020-07-06,,No data,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
6007,2,Sunnyside Beach,17W,2020-07-06,50,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
